Speaker name,Category/topic tags,State,Notes
Alfred Edmond,"Business; Diversity, Inclusion & Gender Equality; Entrepreneurs; Finance & Markets; Keynote; Leadership",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Multi-Media Executive and Entrepreneurship Expert"
Ali Abdaal,"Business; Business & Leadership; Entertainment; Entrepreneurs; Health & Wellbeing; Healthcare; Inspirational & Motivational; Psychology; Resilience, Wellbeing & Happiness",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Doctor, YouTuber and Podcaster"
Ali Aslan,"Diversity, Inclusion & Gender Equality; Government & Politics; Keynote; Moderators & Chairpersons",Europe > Germany,"Speaking fee: $15,000 | Gender: Male | Site tagline: Popular Germany presenter and journalist"
Ali Hossaini,"AI - Emerging Tech; History, Arts & Literary; Neuroscience; Science; Technology Ethics - Regulation",Europe > Germany; Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Visionary artist & technologist"
Ali Miraj,"Business & Leadership; Economic & Financial Affairs; Entertainment; Finance & Markets; Government & Politics; International Affairs & Security; Media; Politics, Government & Global Affairs",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Broadcaster & Expert on Politics, Infrastructure and Global Affairs"
Ali Tabrizi,"Environment & Sustainability; Human Rights; Philanthropy & Ethics; Politics, Government & Global Affairs; Society, Culture & Education; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Filmmaker, Conservationist and Director of Netflix’s groundbreaking documentary, Seaspiracy"
Alice Fulwood,Business; Finance & Markets; Keynote; Moderators & Chairpersons,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: The Economist's Wall Street Correspondent & Co-Host of the Money Talks Podcast"
Alice Han,"Economic & Financial Affairs; Finance & Markets; Geopolitics; Politics, Government & Global Affairs; Society, Culture & Education; US–China Relations",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Prominent expert in Chinese macroeconomics, political economy & global fintech"
Alice Levine,Business & Leadership; Comedy; Entertainment; Inspirational & Motivational; Leadership,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Broadcaster, comedian, and podcaster"
Alice Loxton,"Diversity, Inclusion & Gender Equality; Education - Policy & Practice; Entertainment; Health & Wellbeing; History, Arts & Literary; Inspirational & Motivational; Resilience, Wellbeing & Happiness; Social Media; Society, Culture & Education; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Historian, Author, Television Presenter, Social Media Influencer & Public Speaker"
Alice Rawsthorn,"Diversity, Inclusion & Gender Equality; Environment & Sustainability; Society, Culture & Education; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Award-winning design critic and critically-acclaimed author"
Alicia Navarro,Business; Inspirational & Motivational; Leadership; Moderators & Chairpersons,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: President & Co-Founder at Skimlinks"
Alisha Fernandez Miranda,"Business & Leadership; Entertainment; Health & Wellbeing; History, Arts & Literary; Inspirational & Motivational; Leadership; Philanthropy & Ethics; Resilience, Wellbeing & Happiness; Society, Culture & Education",Global,"Speaking fee: $15,000 | Exclusive | New Speaker | Gender: Female | Site tagline: Bestselling Author & Expert on Women's Leadership and Social Impact"
Alison Canavan,"Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Resilience, Wellbeing & Happiness",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Wellness Coach & Mindfulness Advocate"
Alison Geskin,Business; Business & Leadership; Entertainment; Inspirational & Motivational; Keynote; Leadership,Americas > Canada,"Speaking fee: $15,000 | Gender: Female | Site tagline: Globally recognized authority in growth leadership"
Alison Gopnik,"Entertainment; Health & Wellbeing; Keynote; Psychology; Science; Technology, Innovation & Science; TED",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Child Psychologist, Writer and Philosopher"
Alison Levine,Adventure; Business; Business & Leadership; Entertainment; Inspirational & Motivational; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: First American Women's Everest Expedition Team Captain, Leadership Expert & NY Times Bestselling Author"
Alison McCauley,"AI - Emerging Tech; Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Leadership; Technology Ethics - Regulation; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Bestselling Author & AI Strategist"
Alison Victoria,Entrepreneurs; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Interior Designer and HGTV Host"
Alistair Carr,Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Author, Explorer and Artist"
Alisée de Tonnac,"Business; Business & Leadership; Entertainment; Entrepreneurs; Keynote; Science; Technology, Innovation & Science; TED",Europe > Switzerland,"Speaking fee: $15,000 | Gender: Female | Site tagline: CEO, Seedstars World"
Alix Popham,"Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Resilience, Wellbeing & Happiness; Sports & Olympics",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Professional Rugby Player and advocate for change in contact sports"
Allan Langer,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Renowned Sales Trainer and Bestselling Author"
Allan Savory,"Energy; Entertainment; Environment & Sustainability; Global Health; Government & Politics; Health & Wellbeing; Keynote; Politics, Government & Global Affairs; Sustainability - Environment; TED",Americas > US; Africa > Zimbabwe,"Speaking fee: $15,000 | Gender: Male | Site tagline: World-Renowned Environmentalist"
Allie K. Miller,"AI - Emerging Tech; Business; Business & Leadership; Cyber Security; Entrepreneurs; Science; Technology, Innovation & Science; Workplace innovation",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Pioneering force in artificial intelligence"
Allison Massari,"Business; Business & Leadership; Entertainment; Entrepreneurs; Health & Wellbeing; Healthcare; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; TED; Workplace innovation",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Resilience, Mindset & Change Expert, Burn Survivor & Acclaimed Visual Artist"
Allister Frost,Business; Business & Leadership; Leadership; Marketing - Communications,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Microsoft’s first Head of Digital Marketing Strategy"
Allister Heath,Business; Entrepreneurs; Finance & Markets; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Deputy Editor, The Telegraph"
Alok Sharma,"Business; Business & Leadership; Demographics & Population; Environment & Sustainability; ESG; Government & Politics; Leadership; Politics, Government & Global Affairs; Sustainability - Environment; Energy Transition",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: President of COP26 (2020)"
Alpesh Patel,Business; Entrepreneurs; Keynote,Africa > Mauritius; Africa > South Africa; Asia > United Arab Emirates,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder & CEO, Mi-Fone"
Alvin E. Roth,"Business & Leadership; Economic & Financial Affairs; Nobel Laureates; Society, Culture & Education; Workplace innovation",Global,"Speaking fee: $15,000 | New Speaker | Gender: Male | Site tagline: Nobel Prize-Winning Economist & Pioneer of Market Design"
Alyque Padamsee,"History, Arts & Literary; Inspirational & Motivational; Keynote; Leadership; TED",Asia > India,"Speaking fee: $15,000 | Gender: Male | Site tagline: Brand Father of Indian advertising"
Alyssa Farah,Government & Politics; International Affairs & Security,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: American political advisor and Former White House Director of Strategic Communications"
Amaka Osakwe,Entrepreneurs; Keynote,Africa > Nigeria,"Speaking fee: $15,000 | Gender: Female | Site tagline: Fashion Designer"
Amanda Beard,"Business & Leadership; Entertainment; Inspirational & Motivational; Keynote; Leadership; Philanthropy & Ethics; Society, Culture & Education; Sports & Olympics",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: US Olympic Swimmer & Model"
Amanda Bennett,"Business; Business & Leadership; Entertainment; Global Health; Health & Wellbeing; History, Arts & Literary; Inspirational & Motivational; Keynote; Leadership; Society, Culture & Education; TED",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Pulitzer Prize-Winning Investigative Journalist"
Amanda Botfeld,"Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Marketing - Communications; Media; Negotiation; Society, Culture & Education",Americas > US > California,"Speaking fee: $15,000 | Gender: Female | Site tagline: Poker strategist, Author & Women’s empowerment advocate"
Amanda Gore,"Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; TED",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Author, Communication & Performance Expert"
Amanda Johnstone,"AI - Emerging Tech; Business; Business & Leadership; Entrepreneurs; Keynote; Leadership; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Technologist, inventor and investor in AI and emerging technologies"
Amanda Sloat,"Business & Leadership; Geopolitics; Government & Politics; International Affairs & Security; Leadership; Politics, Government & Global Affairs",Europe > Spain,"Speaking fee: $15,000 | Gender: Female | Site tagline: Foreign Policy Expert, Transatlantic Relations Specialist & International Affairs Strategist"
Amanda Spann,"Business & Leadership; Diversity, Inclusion & Gender Equality; Entrepreneurs; Keynote; Science; Society, Culture & Education; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Marketer and App Entrepreneur"
Amandine Ohayon,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entrepreneurs; Health & Wellbeing; Keynote; Leadership; Luxury; Marketing - Communications; Resilience, Wellbeing & Happiness; Society, Culture & Education; Workplace innovation",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Global Business Leader & Luxury Fashion CEO"
Amar Bhidé,"Business & Leadership; Economic & Financial Affairs; Education - Policy & Practice; Finance & Markets; Globalization; Keynote; Leadership; Politics, Government & Global Affairs; Society, Culture & Education; Technology Ethics - Regulation; Technology, Innovation & Science",USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: Innovation Economist, Entrepreneurship Scholar & Finance Strategist"
Amar Latif,"Adventure; Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Entrepreneurs; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Blind Traveller, Entrepreneur & TV Presenter"
Ambassador Joe Hockey,Finance & Markets; Government & Politics; Inspirational & Motivational; International Affairs & Security; Leadership; World Leaders,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Diplomat, Economist, Strategic Advisor, Public Policy Expert &  Author"
Amber Case,"Entertainment; Science; Technology, Innovation & Science; TED",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Technologist, Author, and fellow at Harvard University"
Amber Forte,"Entertainment; Health & Wellbeing; Keynote; Resilience, Wellbeing & Happiness; Sports & Olympics",Europe > Norway,"Speaking fee: $15,000 | Gender: Female | Site tagline: Professional Wingsuit Athlete"
Amber Mac,"Entertainment; Moderators & Chairpersons; Social Media; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | New Speaker | Gender: Female | Site tagline: AI & Innovation Expert, Bestselling Author & Award-Winning SiriusXM Podcaster"
Amber Rudd,"Energy; Environment & Sustainability; Government & Politics; International Affairs & Security; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Experienced  politician & business leader"
Ameenah Gurib-Fakim,Science; Sustainability - Environment; TED; World Leaders,Global,"Speaking fee: $15,000 | Site tagline: Former President of Mauritius"
Amelia Hemphill,"AI - Emerging Tech; Diversity, Inclusion & Gender Equality; Economic & Financial Affairs; Entertainment; Environment & Sustainability; Finance & Markets; Global Health; Health & Wellbeing; Moderators & Chairpersons; Science; Society, Culture & Education; Sustainability - Environment; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Journalist and presenter"
